ENVIRONMENTAL PROTECTION DEPARTMENT HONG KONG SPECIAL ADMINISTRATIVE REGION (CHINA) Hourly AQHI (October 2019)
Note:
1. The EPD has been reporting AQHI for individual stations on an hourly basis since 30.12.2013
2. Empty cells mean that AQHI data are not available for that period.
3. The AQHI information is based on raw data taken directly from EPD's Air Quality Monitoring Network.
"4. In case of station or equipment suspension due to maintenance, the data collection for calculation of AQHI at station will be affected, the data of a most similar station will then be adopted. Such AQHI will be marked with an asterisk (*)."
			
Date,Hour,Central/Western,Eastern,Kwun Tong,Sham Shui Po,Kwai Chung,Tsuen Wan,Tseung Kwan O,Yuen Long,Tuen Mun,Tung Chung,Tai Po,Sha Tin,Tap Mun,Causeway Bay,Central,Mong Kok
,14,6,6*,7,6,6*,6,7,7,6,7,8,7*,7,7*,6,7
,15,6,6,7,6,6*,7,7,7,7,7,8,7*,8,7*,7,7
,16,6,6,7,6,6,6,7,7,6,6,8,7,8,7*,6,8
,17,6,6,7,6,6,6,7,6,6,6,8,7,7,7*,6,8
,18,5,6,7,6,6,6,6,6,6,5,7,6,7,7*,6,7
,19,5,5,6,5,5,5,6,6,5,5,6,6,6,6,5,6
,20,5,5,6,5,5,5,5,5,5,5,5,5,6,5,5,6
,21,4,5,5,4,4,4,5,4,5,5,5,4,5,5,5,5
,22,4,5,5,4,4,4,5,4,5,5,4,4,4,5,5,5
,23,4,4,5,4,4,4,5,4,5,4,4,4,4,5,5,5
,24,4,4,5,4,4,4,5,4,4,4,4,4,3,4,5,5
,Daily Max,7,7,7,6,6,7,7,7,7,7,8,7,8,7,7,8
2019-10-03,01,4,4,5,4,4,4,4,4,4,4,4,4,3,4,5,5
,02,4,4,4,4,4,4,4,4,4,4,4,4,3,4,5,4
,03,4,4,4,4,4,4,4,4,4,4,3,4,3,4,4,4
,04,4,5,4,4,4,4,4,3,4,4,3,4,3,4,4,4
,05,4,4,4,4,4,4,4,3,4,4,3,4,3,4,4,4
,06,4,4,4,4,4,4,4,3,4,4,3,4,2,4,4,4
,07,4,4,4,4,4,3,4,3,4,3,3,4,2,4,4,4
,08,4,4,4,4,4,3,4,3,4,3,3,4,2,4,4,4
,09,4,4,4,4,4,3,4,4,4,3,3,4,3,4,5,4
,10,4,4,5,4,4,4,4,4,4,4,4,4,3,5,5,5
,11,5,4,5,5,5,4,4,4,4,4,4,4,4,5,5,5
,12,5,4,5,5,5,4,4,4,5,5,4,4*,4,5*,5,5*
,13,5,4,5,5,5,5,5,5,5,5,4,5*,5,5*,5,5*
,14,5,5,5,5,5,5,5,5,5,5,5,5*,5,5*,5,5*
,15,4,5,5,5,5,5,5,5,5,4,5,5*,5,5*,5,5*
,16,4,5,5,4,5,5,5,5,5,5,5,5*,5,5,5,5*
,17,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5*
,18,4,5,5,4,4,4,5,5,5,4,5,4,4,5,5,5*
,19,4,4,5,4,4,4,4,5,5,4,4,4,4,5,5,6
,20,4,4,5,4,4,4,4,4,4,4,4,4,3,5,4,6
,21,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,6
,22,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,5
,23,4,4,4,3,3,3,4,3,3,3,3,3,3,4,4,4
,24,3,3,4,3,3,3,4,3,3,3,3,3,3,4,4,4
,Daily Max,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6
2019-10-04,01,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4
,02,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,3
,03,3,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3
,04,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3
,05,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,3
,06,3,3,3,3,3,2,3,2,3,2,2,2,2,3,3,3
,07,3,3,3,3,3,2,3,2,3,2,2,2,2,3,3,3
,08,3,3,3,3,3,2,3,3,3,2,2,2,2,3,3,3
,09,3,3,3,3,3,2,3,3,3,2,3,3,2,4,4,3
,10,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3
,11,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4
,12,3,3,4,3,3,3,4,4,3,3,4,3*,3,4,4,4
,13,3,4,4,4,3,3,4,4,4,3,4,4*,4,4,4,4
,14,4,4,4,4*,3,3,4,4,4,4,4,4*,4,5,5,4
,15,4,4,5,4*,4,4,4,4,4,4,5,5,4,6,5,4
,16,4,5,4*,4*,4,4,5,4,4,4,5,5,4,6,5,5
,17,4,5,4*,4,4,4,5,4,4,4,5,4,5,6,4,5
,18,4,4,5,4,4,4,4,4,4,4,5,4,4,5,4,5
,19,3,4,5,4,4,4,4,4,4,4,4,4,4,5,4,4
,20,3,3,4,4,3,3,4,4,4,3,4,4,4,5,4,4
,21,3,3,4,4,3,3,3,3,4,3,4,3,3,4,3,4
,22,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3
,23,3,3,3,3,3,2,3,3,4,2,3,3,3,3,3,3
,24,3,3,3,3,3,2,3,3,4,2,3,3,3,3,3,3
,Daily Max,4,5,5,4,4,4,5,4,4,4,5,5,5,6,5,5
2019-10-05,01,3,3,3,3,3,2,3,2,3,2,3,3,2,3,2,2
,02,3,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2
,03,2,2,3,3,2,2,2,2,3,2,2,2,2,2,2,3
,04,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3
,05,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
,06,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,07,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,08,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2
,09,2,2,3,2,2,2,2,2,2,2,2,2,2,3,3,3
,10,2,2,3,3,2,2,2,3,3,2,3,2,2,3,3,3
,11,2,3,3,3,3,2,3,3,3,3,3,3,3,3,4,3
,12,3,3,4,3,3*,3,3,3,3,3,4,3,4,4,4,3
,13,3,3,4,3,3*,3,4,4,4,3,4,3,4,4,4,4
,14,3,4,4,3,4*,3,5,5,4,4,4,4,4,4,4,4
,15,3,4,5,3,4*,3,5,5,5,4,5,4,4,4,4,4
,16,3,4,5,3,3,3,5,5,5,4,5,4,5,4,4,5
,17,4,4,4,4,4,3,4,5,4,4,4,4,5,4,4,5
,18,4,4,4,4,4,3,4,4,4,3,4,4,5,4,4,5
,19,4,4,4,4,4,3,4,4,4,3,4,4,5,4,4,5
,20,4,4,4,4,4,3,4,3,3,3,4,4,4,4,4,5
,21,4,4,4,4,4,3,4,3,3,3,4,3,4,4,4,4
,22,4,4,4,4,3,3,3,4,3,3,3,3,3,4,4,4
,23,3,3,4,3,3,3,3,4,3,3,3,3,3,4,4,4
,24,3,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3
,Daily Max,4,4,5,4,4,3,5,5,5,4,5,4,5,4,4,5
2019-10-06,01,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,3
,02,4,4,4,4,3,3,4,3,3,3,3,3,4,4,4,4
,03,4,4,4,4,4,4,4,3,4,4,3,4,4,4,4,4*
,04,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4*
,05,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4*
,06,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4*
,07,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,3
,08,3,3,4,3,3,3,3,3,4,4,3,3,4,3,4,3
,09,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3
,10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3
,11,3,3,4,3,3,3,3,3,3,3,4,3,4,3,4,3
,12,3,3,4,3,3,3,4,4,3,3,4,4,4,4,4,3
,13,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4
,14,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,15,3,4,4,3,4,3,3,4,4,4,4,4,4,3,4,3
,16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,17,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2
,18,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,19,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,20,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
,21,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2
,22,3,2,3,3,3,3,2,2,2,3,2,2,2,3,3,2*
,23,3,3,3,3,3,3,3,2,3,4,2,3,2,3,3,3*
,24,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3*
,Daily Max,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
2019-10-07,01,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3*
,02,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3*
,03,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3*
,04,3,4,4,3,3,3,3,3,3,3,3,3,3,3,4,3*
,05,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,3
,06,4,4,4,3,3,3,4,3,3,3,3,3,3,4,4,3
,07,4,4,4,3,3,3,4,3,3,3,3,3,4,4,4,3
,08,4,4,4,3,3,3,4,3,3,3,3,3,4,4,4,3
,09,3,4,4,3,3,3,4,3,3,3,3,3,4,4,4,3
,10,3,4,4,3,3,3,4,3,3,3,4,3,4,4,4,3
,11,4,4,4,3,3,3,4,3,3,3,4,4,4,4,4,3
,12,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4
,13,4,4,4,4,4,3,4,4,4,4,4,4,4,4,5,4
,14,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4
,15,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,17,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4
,18,4,4,4,4,4,3,4,4,3,4,4,4,4,4,4,4
,19,3,4,4,3,3,3,4,3,3,3,4,4,4,4,4,4
,20,3,3,4,3,3,3,3,3,3,3,3,3,4,4,4,4
,21,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4
,22,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,23,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3
,24,3,3,3,3,3,2,3,2,3,3,2,2,3,3,3,3
,Daily Max,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4
2019-10-08,01,3,3,3,3,3,2,3,2,3,3,2,2,3,3,3,3
,02,3,3,3,3,3,2,3,2,3,3,2,2,4,3,3,3
,03,3,3,3,3,3,3,3,2,3,3,2,2,4,3,3,3
,04,3,3,4,3,3,3,3,2,3,3,2,2,4,3,4,3
,05,3,4,4,3,3,3,3,2,3,3,2,2,4,3,4,3
,06,4,4,4,3,3,3,4,2,3,3,2,2,4,3,4,3
,07,4,4,4,3,3,3,4,2,3,3,2,2,4,4,4,3
,08,4,4,4,4,3,3,4,2,3,3,2,3,4,4,4,4
,09,4,4,4,4,3,3,4,3,3,3,3,3,4,4,4,4
,10,4,4,4,4,4,4,4,3,3,4,4,4,4,4,5,4
,11,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5
,12,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,4
,13,4,4,4,4,4,4*,4,5,5,4,5,4,5,4,5,4
,14,4,5,5,4,4,4*,4,5*,4,4,5,5*,5,5,5,5*
,15,5*,5,5,4,4,4*,5,5*,5,4,5,5*,5,5,5,5*
,16,5,5,5,5,5,5*,5,5*,5,5,5,5*,5,6,5,6*
,17,5,5,5,5,5,5,5,5*,5,5,5,5*,6,6,6,6
,18,5,5,5,5,5,5,5,5*,5,5,5,5,6,6,6,6
,19,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
,20,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
,21,4,4,5,4,4,4,4,5,5,5,5,4,4,5,5,5
,22,4,4,4,4,4,4,4,4,4,5,4,4,4,5,5,4
,23,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,24,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,Daily Max,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6
2019-10-09,01,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,02,4,5,5,4,4,4,5,4,4,4,4,4,*,4,4,4
,03,4,5,5,4,4,4,5,4,4,4,5,5,*,4,5,4
,04,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,5
,05,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
,06,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,4
,07,5,5,5,4,4,4,5,4,4,5,5,5,5,4,5,4
,08,4,5,5,4,4,4,5,4,4,4,5,4,5,4,5,4
,09,4,5,5,4,4,4,5,4,4,4,5,4,5,5,5,4
,10,4,5,5,4,4,4,5,4,4,4,5,4,5,5,5,5
,11,4,5,5,4,5,4,5,4*,5*,5,5,5,5,5,5,5
,12,5,5,5,5*,5,5,5,5*,5*,5,5,5*,5,5,5,5
,13,5,5,5,5*,5,5,5,5,5*,5,5,5*,5,5,5,5
,14,5,5,5,6*,5,5,5,5,5*,5,5,5*,5*,5,5,5
,15,5,5,5,6*,5,5,5,5,5*,5,5,5*,5*,5,5,5
,16,5,5,5,6*,5,5,5,5,5*,5,5,5*,5,5,6,5
,17,5,6,5,5,5,5,5,5,5*,5,5,5*,5,5,6,5
,18,5,5,5,5,5,5,5,5,5*,5,5,5,5,5,6,5
,19,5,5,5,5,5,5,5,5,5*,5,5,5,5,5,5,5
,20,5,5,5,5,5,5,5,5,5*,5,5,5,5,5,5,5
,21,5,5,5,4,5,4,5,4,5*,5,5,5,5,5,5,5
,22,5,5,5,4,5,4,5,4,4*,5,5,5,5,5,5,5
,23,5,5,5,4,4,4,5,4,4*,5,5,5,5,5,5,5
,24,5,5,5,4,4,4,5,4,4,5,5,5,5,5,5,5
,Daily Max,5,6,5,6,5,5,5,5,5,5,5,5,5,5,6,5
2019-10-10,01,4,5,5,4,4,4,5,4,4,5,4,4,5,5,5,5
,02,4,4,5,4,4,4*,4,4,4,4,4,4,5,4,5,4
,03,4,4,4,4,4,4*,4,3,4,4,4,4,4,4,4,4
,04,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4
,05,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4
,06,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4
,07,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4
,08,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4
,09,4,4,4,4,4,4,4,3,4,4,4,4,4,4,5,4
,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4
,11,4,5,5,4,4,4,4,4,4*,4,5,4,5,5,5,5
,12,5,5,5,4,5*,4,4*,5,4*,5,5,5,5,5,5*,5
,13,5,5,5,5,5*,4,5*,5,5*,5,5,5,5,5,5*,5
,14,5,5,5,5,5*,5,5*,5,5*,5,5,5,5,5,5*,5
,15,5,5,5,4,5*,5,5*,5,6,5,5,5,5,5,6*,5
,16,5,5,5,4,5,5,5,5,6,5,5,5,5,5,5,5
,17,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,5
,18,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
,19,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5
,20,5,5,5,5,5,4,5,5,5,5,5,4,5,6,5,5
,21,5,5,5,4,4,4,5,4,4,4,4,4,5,6,5,5
,22,4,5,5,4,4,3,5,4,4,4,4,3,4,6,5,5
,23,4,4,5,4,4,3,4,4,4,4,4,3,4,5,5,5
,24,4,4,4,4,3,3,4,4,4,4,3,3,4,5,4,4
,Daily Max,5,5,5,5,5,5,5,5,6,5,5,5,5,6,6,5
2019-10-11,01,4,4,4,4,3,3,4,4,4,3,3,3,4,5,4,4
,02,4,4,4,4,3,3,3,3,4,3,3,3,3,4,4,4
,03,4,4,4,4,3,3,3,3,4,3,3,3,3,4,4,4
,04,4,4,4,4,3,3,3,3,4,3,2,2,3,4,4,4
,05,4,3,4,4,3,3,3,3,3,3,2,2,2,3,4,4
,06,3,3,4,4,3,3,3,3,3,3,2,2,2,3,4,4
,07,3,3,4,3,3,3,3,2,3,3,2,2,2,3,4,4
,08,3,3,4,3,3,3,3,3,3,3,3,2,2,4,4,4
,09,3,3,4,3,4,3,4,3,4,3,3,3,2,4,4,4
,10,4,4,4,4,4,4,4,3,4,4,3,3,3,5,5,4
,11,4,4,5,4,5,4,4,4,4,4,4,3,4,5,5,5
,12,5,5,6,5,5,5,5,5,5,5*,5,5,5,6,6,5
,13,6,5,6,5,6,6,6,7,7,6*,7,7,7,6,7,6*
,14,7,6,7,6,7,7,6*,8,8,8*,8,7,8,8,8,8*
,15,8,7,8,8,8,8,8*,9,9,9,9,8,9,9,9,9*
,16,9,7,9,8,9,8,8,10,9,9,10,8,9,9,9,9*
,17,9,8,9,9,9,9,8,10,10,9,10,9,8,9,9,9*
,18,9,8,9,9,9,9,8,10,10,9,10,9,8,9,9,9
,19,9,8,9,8,8,9,8,10,9,8,9,9,8,9,9,9
,20,8,8,8,8,8,7,8,9,8,6,9,8,7,9,8,8
,21,8,7,8,7,7,6,7,8,8,5,8,7,6,9,8,8
,22,7,7,8,6,6,5,7,6,7,5,7,6,5,8,7,7
,23,7,7,7,6,6,5,6,6,6,5,6,5,5,7,7,7
,24,6,6,6,6,6,5,6,5,6,5,6,5,4,7,6,6
,Daily Max,9,8,9,9,9,9,8,10,10,9,10,9,9,9,9,9
2019-10-12,01,6,6,6,5,5,4,5,5,6,5,6,4,4,6,6,6
,02,5,6,6,5,5,4,5,5,5,4,5,4,4,6,5,5
,03,5,5,5,5,5,4,5,4,5,4,5,4,4,5,5,5
,04,5,5,5,4,4,3,4,4,4,4,4,4,4,5,5,5
,05,4,5,5,4,4,3,4,4,4,4,4,3,4,4,4,4
,06,4,4,5,4,4,3,4,3,4,4,4,3,3,4,4,4
,07,4,4,5,4,4,3,4,3,4,3,4,3,3,4,4,4
,08,4,4,4,4,4,3,4,3,4,3,4,3,3,4,4,4
,09,4,4,5,4,4,3,4,3,4,3,4,3,3,5,5,4
,10,4,4,5,4,4,4,4,4,4,4,5,4,4,5,5,5
,11,5,5,5,4,4,4,6,5,5,4,5,5,5,6,6,5
,12,6,6,6,5,5,5,7,6,5,5,6,6,6,6,7,6
,13,6,7,7,5,5,5,8,7,6,6,7,8,7,7,7,6
,14,6,8,8,6,6,6,8,8,7,7,8,8,8,8,7,7
,15,7,8,8,7,7,7,8,8,8,8,9,8,8,9,7,8
,16,8,8,8,7,7,7,8,7,8,8,8,7,8,9,8,7
,17,7,7,8,6,7,7,8,8*,8,8,8,6,8,8,8,7
,18,7,7,7,6,6,7,8,8*,8,8,8,6,8,8,8,6
,19,7,7,7,6,6,6,8,8*,8,7,7,5,8,8,7,7
,20,7,7,7,6,5,5,7,7,8,7,7,5,7,8,7,7
,21,7,6,7,6,5,4,7,6,7,6,7,5,6,7,6,7
,22,6,6,6,6,5,4,6,6,6,6,6,4,6,7,6,6
,23,6,6,6,6,5,4,6,5,6,6,6,4,5,6,6,6
,24,6,5,6,5,5,5,6,5,5,6,6,4,5,6,6,6
,Daily Max,8,8,8,7,7,7,8,8,8,8,9,8,8,9,8,8
2019-10-13,01,5,5,5,5,4,4,5,5,5,6,6,4,5,6,5,6
,02,5,5,5,5,4,4,5,5,5,5,5,4,5,5,5,5
,03,5,5,6,5,4,4,5,4,5,5,5,4,5,5,5,5
,04,5,5,5,5,4,3,5,4,5,5,4,4,5,5,5,5
,05,5,5,5,5,4,4,5,4,5,5,4,4,4,5,5,5
,06,5,5,5,5,4,4,5,4,4,5,4,4,4,4,5,5
,07,4,5,5,4,4,4,5,4,4,4,4,4,4,4,5,4
,08,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,09,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,11,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4
,14,4,4,4,4,4,4,4,4,4,4,5,4,5,4,5,4
,15,5,5,5,4,4,4,5,5,4,5,5,4,5,5,5,4
,16,5,5,5,4,5,4,5,5,5,5,5,5,5,5,5,5
,17,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5
,18,5,5,5,5,5,5,5,5,4,4,5,5,6,5,5,5
,19,5,5,6,5,5,5,5,5,4,4,5,5,5,6,6,5
,20,5,5,6,5,5,5,5,4,4,4,5,5,5,6,6,5
,21,5,5,5,5,5,4,5,4,4,4,5,4,5,5,6,5
,22,5,5,5,5,5,4,5,4,4,4,5,4,5,5,5,5
,23,5,5,5,4,4,4,5,4,4,4,4,4,4,5,5,5
,24,5,5,5,4,4,4,5,4,4,4,4,4,4,4,5,4
,Daily Max,5,5,6,5,5,5,5,5,5,6,6,5,6,6,6,6
2019-10-14,01,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4
,02,4,4,4,4,4,3,4,4*,3,4,4,4,4,4,5,4
,03,4,4,4,4,4,3,4,4*,3,4,4,4,4,4,5,4
,04,4,4,4,4,4,3,4,3,3,4,3,4,4,4,4,4
,05,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4
,06,4,4,4,4,4,3,4,3,3,4,4,4,4,4,4,4
,07,4,4,4,3,3,3,4,3,3,4,4,4,3,4,4,4
,08,4,4,3,3,3,3,4,3,3,3,3,3,3,4,4,3
,09,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3
,10,3,3,4,3,3,3,3,3,3,3,3,3,3,4,4,4
,11,4,3,4,3,3,3,3,4,4,3,3,3,3,4,4,4
,12,4,4,4,4,4,3,4,4,4,3,4,4,3,4,5,4
,13,4,4,5,4,4,4,4,4,4,3,4,4,4*,4,5,4
,14,4,5,5,4,5,4,5,5,5,4*,5,5,4*,5,5,4
,15,5,5,5,5,5,4,5,5,5,5*,5,5,4,5,5,5
,16,5,5,5,4,5,4,5,5,5,5*,5,5,4,5,5,5
,17,5,5,5,4,4,4,5,5,5,4*,5,4,4,5,5,4
,18,4,4,5,4,4,4,4,5,5,4*,4,4,4,5,5,4
,19,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4
,20,4,4,4,4,4,4,4,4,4,3,4,4,4,4,5,4
,21,4,4,4,4,4,3,4,4,4,3,4,4,4,4,4,4
,22,4,3,4,4,4,3,4,4,4,3,3,4,3,4,4,3
,23,3,3,4,3,3,3,3,4,4,3,4,3,3,4,4,3
,24,3,3,4,3,3,3,3,4,4,3,3,3,3,4,4,3
,Daily Max,5,5,5,5,5,4,5,5,5,5,5,5,4,5,5,5
2019-10-15,01,3,3,4,3,3,3,3,4,4,3,3,3,3,4,4,3
,02,3,3,4,3,3,3,3,3,4,3,3,3,3,3,4,3
,03,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3
,04,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,05,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,06,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,07,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,08,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
,09,3,3,4,3,3,3,4,3,3,3,3,3,3,4,4,3
,10,3,3*,4,3,3,3,4,3,3,3,3,3,3,4,4,3
,11,3,3*,4,4,3,3,4,3,3,3,3,3,3,4,4,4
,12,4,4*,4,4,4,3,4,4,4,3,4,4,4,4,4,4
,13,4,5,4,4,5,4,4,4,4,4,4,4,4,5,5,4*
,14,4,5,5,4,5,4,5,5,4,4,5,5,5,5,5,5*
,15,4,5,5,4,5,4,5,5,4,4,5,5,5,5,5,5
,16,5,5,5,4,5,4,5,5,5,4,5,5,5,5,5,5*
,17,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5*
,18,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5
,19,5,5,5,5,5,4,5,5,5,4,5,5,5,5,5,5
,20,5,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5
